fund,property_code,property,property_name_clean,suite,lease_start,lease_end,lease_term_months,remaining_term_months,security_deposit,market,data_quality_flag,lease,lease_type,term,tenancy,monthly,monthly_.1,annual,annual_.1,annual_.2,annual_.3,loc_amount_,fund_derived
FUND 3,3nc00004,2101 Westinghouse Boulevard (3nc00004),2101 Westinghouse Boulevard,A,2023-09-07,2026-09-30,36.8,13.7,,80000.0,,"cbdMD, Inc. (t0001082)",Industrial Net,37.0,1.83,65000,0.81,780000,9.75,1.34,0,0,Fund 3
FUND 3,3nc00004,2101 Westinghouse Boulevard (3nc00004),2101 Westinghouse Boulevard,ANT,2023-09-07,2028-12-31,63.8,40.7,,0.0,,"ALLTEL Communications, LLC (t0001080)",Industrial Gross,64.0,1.83,3407.36,0,40888.32,0,0,0,0,Fund 3
FUND 3,3nc00004,2101 Westinghouse Boulevard (3nc00004),2101 Westinghouse Boulevard,"C,  D",2023-09-07,2027-09-30,48.8,25.7,,120000.0,,"Atlas Copco Compressors, LLC (t0001088)",Industrial Net,49.0,1.83,55702.4,0.46,668428.8,5.57,1.34,0,0,Fund 3
FUND 3,3nc00005,2200 Executive Street (3nc00005),2200 Executive Street,100,2024-05-01,2034-04-30,119.9,104.6,,22961.0,,City of Charlotte (t0001116),Industrial Net,120.0,1.17,25620.65,1.12,307447.8,13.39,2.36,0,0,Fund 3
FUND 3,3nc00006,464 East Plaza Drive (3nc00006),464 East Plaza Drive,"1,  2,  3,  4",2023-12-12,2027-12-31,48.6,28.7,,224293.0,,L.B. Plastics Incorporated (t0001162),Industrial Net,49.0,1.58,74564.31,0.33,894771.72,3.99,0.97,0,0,Fund 3
FUND 3,3nc00007,12210 Vance Davis (3nc00007),12210 Vance Davis,A,2023-12-18,2038-02-28,170.4,150.6,,66649.0,,City of Charlotte  (t0001168),Industrial Net,171.0,1.58,45515,0.68,546180,8.19,1.59,0,0,Fund 3
FUND 3,3nc00007,12210 Vance Davis (3nc00007),12210 Vance Davis,E,2023-12-18,2028-09-30,57.4,37.7,,28858.0,,"MOVEX USA, Inc. (t0001167)",Industrial Net,58.0,1.58,25135.32,0.87,301623.84,10.45,2,0,0,Fund 3
FUND 3,3nc00008,12140 Vance Davis (3nc00008),12140 Vance Davis,100,2025-03-01,2028-04-30,38.0,32.7,,66370.0,,"IMI Management, INC (t0001407)",Industrial Net,38.0,0.33,55308.33,0.83,663699.96,10,1.63,0,0,Fund 3
FUND 3,3nj00001,1000 Brighton Street  (3nj00001),1000 Brighton Street,1000,2022-01-01,2026-12-31,60.0,16.7,,30812.0,,Raymond of New Jersey LLC (t0000781),Industrial Net,60.0,3.5,33669.1,1.09,404029.2,13.11,5.25,0,0,Fund 3
FUND 3,3nj00002,153 Bauer Drive (3nj00002),153 Bauer Drive,153,2024-08-09,2029-10-31,62.7,50.7,,40800.0,,"Premio Foods, Inc. (t0001233)",Industrial Net,63.0,0.92,50150,1.23,601800,14.75,4.91,0,0,Fund 3
FUND 3,3nj00003,26 Hanes Drive (3nj00003),26 Hanes Drive,"100,  200",2019-09-01,2031-11-30,146.9,75.7,,41000.0,,Z.One Concept USA (t0000908),Industrial Net,147.0,5.83,50071.25,1.22,600855,14.66,4.61,0,0,Fund 3
FUND 3,3nj00004,1253 Glen Avenue (3nj00004),1253 Glen Avenue,1253,2024-12-01,2031-04-30,76.9,68.6,,31994.0,,React Restoration LLC (t0001355),Industrial Net,77.0,0.58,21296,0.67,255552,7.99,2.24,0,0,Fund 3
FUND 3,3nj00005,1425 Grandview Avenue (3nj00005),1425 Grandview Avenue,1425,2023-07-01,2033-06-30,120.0,94.6,,47268.0,,ABCO (t0001038),Industrial Net,120.0,2,57627.57,1.22,691530.84,14.63,2.63,0,0,Fund 3
FUND 3,3nj00006,3140 Route 22 (3nj00006),3140 Route 22,3140,1997-02-13,2026-01-31,347.5,5.7,0.0,151000.0,,Marcolin U.S.A. Eyewear Corp. (t0001002),Industrial Net,348.0,28.42,145678.56,0.96,1748142.72,11.58,0,0,0,Fund 3
FUND 3,3nj00007,1145 Edgewater Ave (3nj00007),1145 Edgewater Ave,1145,2023-04-10,2036-03-31,155.7,127.7,,56628.0,,"Biazzo Dairy Products, Inc. (t0001018)",Industrial Net,156.0,2.25,90833.34,1.6,1090000.08,19.25,3.26,0,0,Fund 3
FUND 3,3nj00008,1125 Hendricks Causeway (3nj00008),1125 Hendricks Causeway,1125,2023-04-10,2036-03-31,155.7,127.7,,56629.0,,"Biazzo Dairy Products, Inc. (t0001019)",Industrial Net,156.0,2.25,90833.34,1.6,1090000.08,19.25,2.8,0,0,Fund 3
FUND 3,3nj00009,1654 High Hill Road (3nj00009),1654 High Hill Road,1654,2023-05-02,2033-02-28,117.9,90.6,0.0,119093.0,,"Thomas Scientific, LLC (t0001025)",Industrial Net,118.0,2.17,78583.24,0.66,942998.88,7.92,1.84,0,0,Fund 3
FUND 3,3nj00010,1 Pearl Court (3nj00010),1 Pearl Court,"A,  B",2023-10-10,2030-05-31,79.7,57.7,,32895.0,,"US Med-Equip, LLC (t0001135)",Industrial Net,80.0,1.75,41845.06,1.27,502140.72,15.26,7.05,0,0,Fund 3
FUND 3,3nj00010,1 Pearl Court (3nj00010),1 Pearl Court,C,2023-10-10,2026-11-30,37.7,15.7,,14684.0,,Vitalant (t0001137),Industrial Net,38.0,1.75,16592.76,1.13,199113.12,13.56,6.98,0,0,Fund 3
FUND 3,3nj00011,2 Pearl Court (3nj00011),2 Pearl Court,2,2023-10-10,2026-12-31,38.7,16.7,0.0,39170.0,,Howmedica Osteonics Corp. (t0001142),Industrial Net,39.0,1.75,51944.32,1.33,623331.84,15.91,7.14,0,0,Fund 3
FUND 3,3nj00012,3 Pearl Court (3nj00012),3 Pearl Court,3-DEF,2023-10-10,2031-08-31,94.7,72.7,,21000.0,,WAB US Corporation (t0001140),Industrial Net,95.0,1.75,29750,1.42,357000,17,7.07,0,0,Fund 3
FUND 3,3nj00012,3 Pearl Court (3nj00012),3 Pearl Court,A,2023-10-10,2028-09-30,59.7,37.7,,6500.0,,CORMED USA INC. (t0001144),Industrial Net,60.0,1.75,9295,1.43,111540,17.16,7.54,0,0,Fund 3
FUND 3,3nj00012,3 Pearl Court (3nj00012),3 Pearl Court,B,2025-07-01,2035-06-30,119.9,118.6,0.0,9500.0,,"* NYSE GROUP, INC. (t0001386)",Industrial Net,120.0,0,0,0,0,0,7.32,0,0,Fund 3
FUND 3,3nj00012,3 Pearl Court (3nj00012),3 Pearl Court,C,2023-10-10,2026-04-30,30.7,8.6,,4500.0,,"Solid Surface Care, Inc. (t0001130)",Industrial Net,31.0,1.75,5130,1.14,61560,13.68,7.4,0,0,Fund 3
FUND 3,3nj00013,5 Pearl Court (3nj00013),5 Pearl Court,A,2023-10-10,2028-05-31,55.7,33.7,,6910.0,,"KingChem Life Science, LLC  (t0001127)",Industrial Net,56.0,1.75,8858.07,1.28,106296.84,15.38,7.76,0,0,Fund 3
FUND 3,3nj00013,5 Pearl Court (3nj00013),5 Pearl Court,BC,2023-10-10,2029-05-30,67.6,45.6,0.0,17500.0,,"Fuller Enterprise USA, Inc. (t0001124)",Industrial Net,67.0,1.75,21136.76,1.21,253641.12,14.49,7.33,0,0,Fund 3
FUND 3,3nj00013,5 Pearl Court (3nj00013),5 Pearl Court,D,2023-10-10,2032-04-30,102.7,80.7,0.0,12995.0,,"KFT Fire Trainer, LLC (t0001126)",Industrial Net,103.0,1.75,14876.66,1.14,178519.92,13.74,7.48,0,0,Fund 3
FUND 3,3nj00014,6 Pearl Court (3nj00014),6 Pearl Court,A,2023-10-10,2029-02-28,64.7,42.6,,5219.0,,"Biosil Technologies, Inc. (t0001121)",Industrial Net,65.0,1.75,7463.17,1.43,89558.04,17.16,7.21,0,0,Fund 3
FUND 3,3nj00014,6 Pearl Court (3nj00014),6 Pearl Court,B,2023-10-10,2029-05-31,67.7,45.7,,5444.0,,"TBS Controls, LLC (t0001131)",Industrial Net,68.0,1.75,8256.73,1.52,99080.76,18.2,7.7,0,0,Fund 3
FUND 3,3nj00014,6 Pearl Court (3nj00014),6 Pearl Court,C,2023-10-10,2029-08-31,70.7,48.7,0.0,5000.0,,"Flavine North America, Inc. (t0001122)",Industrial Net,71.0,1.75,6258.33,1.25,75099.96,15.02,6.9,0,32375,Fund 3
FUND 3,3nj00014,6 Pearl Court (3nj00014),6 Pearl Court,DEFN,2023-10-10,2028-11-30,61.7,39.7,0.0,30000.0,,"Volkswagen Group of America, Inc. (t0001138)",Industrial Net,62.0,1.75,34116.7,1.14,409400.4,13.65,6.99,0,0,Fund 3
FUND 3,3nj00014,6 Pearl Court (3nj00014),6 Pearl Court,G,2024-04-01,2034-06-30,122.9,106.6,,10000.0,,IMCD US LLC (t0001183),Industrial Net,123.0,1.25,13800,1.38,165600,16.56,7.63,0,0,Fund 3
FUND 3,3nj00014,6 Pearl Court (3nj00014),6 Pearl Court,H,2023-10-10,2025-09-30,23.7,1.7,0.0,7200.0,,"Proximate Concepts, LLC & iNPLANT, LLC (t0001129)",Industrial Net,24.0,1.75,8448,1.17,101376,14.08,6.49,0,0,Fund 3
FUND 3,3nj00014,6 Pearl Court (3nj00014),6 Pearl Court,J,2023-10-10,2029-01-31,63.7,41.7,,15000.0,,"SUMERU, LLC (t0001136)",Industrial Net,64.0,1.75,20600,1.37,247200,16.48,7.04,0,0,Fund 3
FUND 3,3nj00014,6 Pearl Court (3nj00014),6 Pearl Court,"K,  M",2023-10-10,2028-11-30,61.7,39.7,,22500.0,,Inter Chem Trading Corp (t0001125),Industrial Net,62.0,1.75,27037.5,1.2,324450,14.42,7.04,0,0,Fund 3
FUND 3,3nj00015,7 Pearl Court (3nj00015),7 Pearl Court,ABC,2023-10-10,2028-11-30,61.7,39.7,0.0,19740.0,,"Volkswagen Group of America, Inc. (t0001139)",Industrial Net,62.0,1.75,22452.19,1.14,269426.28,13.65,6.88,0,0,Fund 3
FUND 3,3nj00015,7 Pearl Court (3nj00015),7 Pearl Court,"D,  E,  F",2023-10-10,2030-11-30,85.7,63.7,,24550.0,,E & J Hospitality Inc. (t0001132),Industrial Net,86.0,1.75,26762.57,1.09,321150.84,13.08,6.78,0,0,Fund 3
FUND 3,3nj00016,59 Route 17 (3nj00016),59 Route 17,59,2023-10-10,2026-12-31,38.7,16.7,0.0,60000.0,,Howmedica Osteonics Corp. (t0001141),Industrial Net,39.0,1.75,79567.5,1.33,954810,15.91,6.52,0,0,Fund 3
FUND 3,3nj00017,16 McKee Drive (3nj00017),16 McKee Drive,16,2023-10-10,2032-09-30,107.7,85.7,0.0,108103.0,,"Remarkable Food Hospitality, LLC (t0001110)",Industrial Net,108.0,1.75,113205.11,1.05,1358461.32,12.57,2.63,1.27,0,Fund 3
FUND 3,3nj00018,91 McKee Drive (3nj00018),91 McKee Drive,4,2023-10-09,2028-11-30,61.7,39.7,,35800.0,,"DASHLINK, INC. (t0001103)",Industrial Net,62.0,1.75,47860.13,1.34,574321.56,16.04,3.35,0,0,Fund 3
FUND 3,3nj00018,91 McKee Drive (3nj00018),91 McKee Drive,"B,  C",2023-10-10,2032-06-30,104.7,82.7,,39800.0,,Alison's Trading Corp. (t0001114),Industrial Net,105.0,1.75,32617.9,0.82,391414.8,9.83,3.32,0,0,Fund 3
FUND 3,3nj00018,91 McKee Drive (3nj00018),91 McKee Drive,CABLE,2023-10-10,2026-02-28,28.6,6.6,0.0,0.0,,Cablevision Lightpath LLC (t0001118),Industrial Gross,29.0,1.75,0,0,0,0,0,0,0,Fund 3
FUND 3,3nj00018,91 McKee Drive (3nj00018),91 McKee Drive,D,2023-10-10,2030-01-31,75.7,53.7,,23256.0,,"Z&Z Supply Merger Sub, LLC  (t0001115)",Industrial Net,76.0,1.75,19069.92,0.82,228839.04,9.84,3.07,0,0,Fund 3
FUND 3,3nj00018,91 McKee Drive (3nj00018),91 McKee Drive,E,2023-10-10,2027-04-30,42.6,20.6,,23040.0,,DJ Gym Mahwah LLC (t0001117),Industrial Net,43.0,1.75,19738.98,0.86,236867.76,10.28,3.33,0,0,Fund 3
FUND 3,3nj00018,91 McKee Drive (3nj00018),91 McKee Drive,F,2023-10-10,2028-05-31,55.7,33.7,0.0,0.0,,"VBT Sub 2, LLC (t0001119)",Modified Gross,56.0,1.75,4919.5,0,59034,0,0,0,0,Fund 3
FUND 3,3nj00019,70-82 McKee Drive (3nj00019),70-82 McKee Drive,"70,  70E",2023-10-10,2031-03-31,89.7,67.6,,79200.0,,"Lincoln Technical Institute, Inc. (t0001111)",Industrial Net,90.0,1.75,70290,0.89,843480,10.65,2.81,0,0,Fund 3
FUND 3,3nj00019,70-82 McKee Drive (3nj00019),70-82 McKee Drive,70-A02,2023-10-10,2029-09-30,71.7,49.7,,27539.0,,"American Musical Supply, Inc. (t0001113)",Industrial Net,72.0,1.75,22536.08,0.82,270432.96,9.82,3.98,0,0,Fund 3
FUND 3,3nj00019,70-82 McKee Drive (3nj00019),70-82 McKee Drive,"82B,  90",2023-10-10,2033-12-31,122.7,100.7,0.0,63261.0,,"Six Thirteen Originals, LLC (t0001112)",Industrial Net,123.0,1.75,65475.14,1.04,785701.68,12.42,3.8,0,0,Fund 3
FUND 3,3nj00020,200-204 Evans Way (3nj00020),200-204 Evans Way,A,2024-06-20,2029-10-31,64.4,50.7,0.0,32264.0,,"Zeus Scientific, Inc. (t0001227)",Industrial Net,65.0,1.08,40330,1.25,483960,15,4.01,0,0,Fund 3
FUND 3,3nj00020,200-204 Evans Way (3nj00020),200-204 Evans Way,B,2024-06-20,2028-09-14,50.8,37.2,,35000.0,,Allmetal Inc. (t0001228),Industrial Net,51.0,1.08,25496.97,0.73,305963.64,8.74,4.01,0,0,Fund 3
FUND 3,3nj00021,12 Daniel Road (3nj00021),12 Daniel Road,100,2024-07-02,2029-12-31,66.0,52.7,,100000.0,,Unifoil Corporation (t0001234),Industrial Net,66.0,1,66129.26,0.66,793551.12,7.94,2.63,-0.13,0,Fund 3
FUND 3,3nj00021,12 Daniel Road (3nj00021),12 Daniel Road,ROOF,,,,,,0.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3nj00022,"705, 695, 699, 569/625 Joyce Kilmer Ave. (3nj00022)","705, 695, 699, 569/625 Joyce Kilmer Ave.",100,,,,,,0.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3nj00024,15 Gloria Lane (3nj00024),15 Gloria Lane,100,2024-12-17,2025-08-31,8.4,0.7,0.0,8135.0,,Ken Color Laboratories (t0001351),Modified Gross,9.0,0.58,6951.88,0.85,83422.56,10.25,3.02,0,0,Fund 3
FUND 3,3nj00024,15 Gloria Lane (3nj00024),15 Gloria Lane,200,2024-12-17,2027-04-30,28.4,20.6,,9600.0,,Entrade LLC (t0001353),Industrial Net,29.0,0.58,10943.87,1.14,131326.44,13.68,2.97,0,0,Fund 3
FUND 3,3nj00024,15 Gloria Lane (3nj00024),15 Gloria Lane,300,2024-12-17,2027-06-30,30.4,22.6,,9000.0,,DU Technologies Inc. (t0001354),Industrial Net,31.0,0.58,11645.75,1.29,139749,15.53,3.04,0,0,Fund 3
FUND 3,3nj00025,17 Farinella Drive (3nj00025),17 Farinella Drive,100,2024-11-19,2029-01-18,50.0,41.3,0.0,22500.0,,"Prime Realty Holdings, LLC (t0001378)",Industrial Net,50.0,0.67,25713.25,1.14,308559,13.71,6.34,0,0,Fund 3
FUND 3,3nj00025,17 Farinella Drive (3nj00025),17 Farinella Drive,200,2024-11-19,2027-03-31,28.3,19.6,0.0,19328.0,,"Novartis Services, Inc. (t0001379)",Industrial Net,29.0,0.67,14960.16,0.77,179521.92,9.29,6.23,0,0,Fund 3
FUND 3,3nj00026,23 Farinella Drive (3nj00026),23 Farinella Drive,200,2024-11-19,2027-03-31,28.3,19.6,0.0,10580.0,,"Novartis Services, Inc. (t0001387)",Industrial Net,29.0,0.67,8189.09,0.77,98269.08,9.29,9.4,0,0,Fund 3
FUND 3,3nj00026,23 Farinella Drive (3nj00026),23 Farinella Drive,100,,,,,,33524.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3nj00027,601 Ryan Avenue (3nj00027),601 Ryan Avenue,A,2025-01-07,2026-05-31,16.7,9.7,,10000.0,,Buckley Cable Construction Co.  (t0001408),Industrial Net,17.0,0.5,9583.34,0.96,115000.08,11.5,1.32,0,0,Fund 3
FUND 3,3nj00027,601 Ryan Avenue (3nj00027),601 Ryan Avenue,B,2025-01-07,2027-06-30,29.7,22.6,,5000.0,,"Axiom Gymnastics Center, LLC (t0001409)",Industrial Net,30.0,0.5,4166.67,0.83,50000.04,10,1.2,0,0,Fund 3
FUND 3,3nj00027,601 Ryan Avenue (3nj00027),601 Ryan Avenue,C,2025-01-07,2027-07-31,30.7,23.7,,10000.0,,"The PromptCare Companies, Inc.  (t0001410)",Industrial Net,31.0,0.5,7500,0.75,90000,9,1.32,0,0,Fund 3
FUND 3,3nj00027,601 Ryan Avenue (3nj00027),601 Ryan Avenue,D,2025-01-07,2025-12-31,11.8,4.7,,5000.0,,"Miller Equipment Services, LLC  (t0001411)",Industrial Net,12.0,0.5,3932.6,0.79,47191.2,9.44,1.32,0,0,Fund 3
FUND 3,3nj00028,155 Pierce Street (3nj00028),155 Pierce Street,1-4,2025-01-29,2027-06-30,29.0,22.6,,21000.0,,Sannova Analytical Inc  (t0001423),Industrial Net,30.0,0.5,27047.65,1.29,324571.8,15.46,5.67,0,0,Fund 3
FUND 3,3nj00028,155 Pierce Street (3nj00028),155 Pierce Street,5-6,2025-07-01,2030-08-31,62.0,60.7,0.0,9692.0,,* Digi America Inc. (t0001452),Industrial Net,62.0,0,0,0,0,0,4.88,0,0,Fund 3
FUND 3,3nj00028,155 Pierce Street (3nj00028),155 Pierce Street,7,2025-01-29,2029-12-31,59.0,52.7,,5000.0,,"K & A Industries, Inc. (t0001422)",Industrial Net,60.0,0.5,5000,1,60000,12,5.5,0,0,Fund 3
FUND 3,3nj00028,155 Pierce Street (3nj00028),155 Pierce Street,8-9,2025-01-29,2027-12-31,35.0,28.7,,10000.0,,"Somerset Community Action Program, Inc. (t0001424)",Industrial Net,36.0,0.5,9646.88,0.96,115762.56,11.58,5.25,0,0,Fund 3
FUND 3,3nj00029,6 Evans Street (3nj00029),6 Evans Street,100,2025-02-20,2028-01-31,35.3,29.7,,5342.0,,Apex Vaulting (t0001438),Industrial Net,36.0,0.42,3249.71,0.61,38996.52,7.3,2.05,0,0,Fund 3
FUND 3,3nj00029,6 Evans Street (3nj00029),6 Evans Street,200,2025-02-20,2027-11-30,33.3,27.7,,22629.0,,Hanovia Specialty Lighting (t0001439),Industrial Net,34.0,0.42,13671,0.6,164052,7.25,2.34,0,0,Fund 3
FUND 3,3nj00030,321 Richard Mine Road (3nj00030),321 Richard Mine Road,100,2025-06-02,2026-09-30,15.9,13.7,0.0,13312.0,,** Temptime Corporation (t0001627),Industrial Net,16.0,0.08,10303.69,0.77,123644.28,9.29,4.8,0,0,Fund 3
FUND 3,3nj00030,321 Richard Mine Road (3nj00030),321 Richard Mine Road,"200,  300",2025-06-02,2030-02-28,56.9,54.6,0.0,33108.0,,"** Mahani Enterprises, LLC (t0001628)",Industrial Net,57.0,0.08,32832.1,0.99,393985.2,11.9,4.8,0,0,Fund 3
FUND 3,3nj00030,321 Richard Mine Road (3nj00030),321 Richard Mine Road,400,2025-06-02,2026-01-31,8.0,5.7,0.0,20000.0,,** United States Postal Service (t0001631),Industrial Net,8.0,0.08,16666.67,0.83,200000.04,10,5.24,0,0,Fund 3
FUND 3,3nj00030,321 Richard Mine Road (3nj00030),321 Richard Mine Road,500,2025-06-02,2026-05-31,11.9,9.7,0.0,13580.0,,"** Foundation Building Materials, LLC (t0001629)",Industrial Net,12.0,0.08,10830.05,0.8,129960.6,9.57,4.8,0,0,Fund 3
FUND 3,3nj00031,100 Forge Way (3nj00031),100 Forge Way,1,,,,,,0.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3nj00032,200 Forge Way (3nj00032),200 Forge Way,1,2025-06-02,2028-06-30,36.9,34.7,0.0,12420.0,,"** Inventel Products, LLC (t0001632)",Industrial Net,37.0,0.08,8816.23,0.71,105794.76,8.52,5.14,0,0,Fund 3
FUND 3,3nj00032,200 Forge Way (3nj00032),200 Forge Way,200,2025-06-02,2028-05-31,35.9,33.7,0.0,23090.0,,"** WM Duggan Co., Inc. (t0001634)",Industrial Net,36.0,0.08,27961,1.21,335532,14.53,5.3,0,0,Fund 3
FUND 3,3nj00032,200 Forge Way (3nj00032),200 Forge Way,"205,  210",2025-06-02,2034-07-31,109.9,107.7,0.0,22557.0,,"** ElectroCore, Inc. (t0001635)",Industrial Net,110.0,0.08,29324.1,1.3,351889.2,15.6,5.34,0,0,Fund 3
FUND 3,3nj00032,200 Forge Way (3nj00032),200 Forge Way,220A,2025-06-02,2027-11-30,29.9,27.7,0.0,15445.0,,"** Cibao Meat Products, Inc. (t0001633)",Industrial Net,30.0,0.08,19489.54,1.26,233874.48,15.14,5.27,0,0,Fund 3
FUND 3,3nj00033,300 Forge Way (3nj00033),300 Forge Way,300-1,2025-06-02,2030-06-30,60.9,58.6,0.0,12020.0,,** Allard USA Inc. (t0001637),Industrial Net,61.0,0.08,12106.9,1.01,145282.8,12.09,6.73,0,0,Fund 3
FUND 3,3nj00033,300 Forge Way (3nj00033),300 Forge Way,"300-3,  300-3A",2025-06-02,2027-08-31,26.9,24.7,0.0,12200.0,,"** Power Hawk Technologies, Inc. (t0001638)",Industrial Net,27.0,0.08,12796.67,1.05,153560.04,12.59,6.76,0,0,Fund 3
FUND 3,3nj00034,400 Forge Way (3nj00034),400 Forge Way,"400-A,  400-A1",2025-06-02,2025-09-30,3.9,1.7,0.0,30131.0,,"** S-L Distribution Company, LLC (t0001640)",Industrial Net,4.0,0.08,24805.66,0.82,297667.92,9.88,5.38,0,0,Fund 3
FUND 3,3nj00034,400 Forge Way (3nj00034),400 Forge Way,400-C,2025-06-02,2028-03-31,33.9,31.7,0.0,24074.0,,"** Fette Compacting America, Inc. (t0001639)",Industrial Net,34.0,0.08,26080.17,1.08,312962.04,13,5.47,0,0,Fund 3
FUND 3,3nj00034,400 Forge Way (3nj00034),400 Forge Way,400B,2025-06-02,2030-01-31,56.0,53.7,0.0,18926.0,,"** Cibao Meat Products, Inc. (t0001641)",Industrial Net,56.0,0.08,24051.8,1.27,288621.6,15.25,5.67,0,0,Fund 3
FUND 3,3ny00001,180 Heartland Blvd (3ny00001),180 Heartland Blvd,180,2016-04-22,2028-03-22,143.0,31.4,,24012.0,,"Biochemical Diagnostics, Inc., c/o Kova International, Inc.  (t0000933)",Industrial Net,143.0,9.25,29714.85,1.24,356578.2,14.85,0.49,0,0,Fund 3
FUND 3,3ny00002,120-200 Adams Blvd (3ny00002),120-200 Adams Blvd,AB,2024-07-17,2027-10-31,39.5,26.7,,58347.0,,"Expeditors International of Washington, Inc. (t0001266)",Modified Gross,40.0,1,84639.16,1.45,1015669.92,17.41,3.45,0,0,Fund 3
FUND 3,3ny00002,120-200 Adams Blvd (3ny00002),120-200 Adams Blvd,CDEFG,,,,,,101590.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3ny00002,120-200 Adams Blvd (3ny00002),120-200 Adams Blvd,H,,,,,,26506.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3ny00002,120-200 Adams Blvd (3ny00002),120-200 Adams Blvd,J,,,,,,10499.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3ny00002,120-200 Adams Blvd (3ny00002),120-200 Adams Blvd,PARK,,,,,,0.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3ny00003,180 Motor Parkway (3ny00003),180 Motor Parkway,100,2024-09-06,2034-09-04,119.9,108.8,,89631.0,,"Country Life, LLC (t0001337)",Industrial Net,120.0,0.83,119508,1.33,1434096,16,5.31,0,0,Fund 3
FUND 3,3ny00004,130 Baylis Rd (3ny00004),130 Baylis Rd,1,2025-03-25,2028-03-31,36.2,31.7,,40491.0,,"Drakkar RE, LLC and Florida Food Products, LLC (t0001467)",Industrial Net,37.0,0.33,57362.25,1.42,688347,17,0,0,0,Fund 3
FUND 3,3oh00001,2060-2098 N Integrity Dr (3oh00001),2060-2098 N Integrity Dr,2060,2024-02-01,2029-02-28,60.9,42.6,,17000.0,,Ross Restoration (t0001047),Industrial Net,61.0,1.42,11928.33,0.7,143139.96,8.42,1.71,0,0,Fund 3
FUND 3,3oh00001,2060-2098 N Integrity Dr (3oh00001),2060-2098 N Integrity Dr,2064,2024-08-01,2029-08-31,61.0,48.7,,8000.0,,"Boston Barricade Company, Inc. (t0001238)",Industrial Net,61.0,0.92,6666.67,0.83,80000.04,10,1.71,0,0,Fund 3
FUND 3,3oh00001,2060-2098 N Integrity Dr (3oh00001),2060-2098 N Integrity Dr,2066,2023-02-01,2028-01-31,60.0,29.7,,8000.0,,"Benchmark Building Supply,Inc. (t0000993)",Industrial Net,60.0,2.42,5406.67,0.68,64880.04,8.11,1.71,0,0,Fund 3
FUND 3,3oh00001,2060-2098 N Integrity Dr (3oh00001),2060-2098 N Integrity Dr,2068,2009-10-01,2029-09-30,239.9,49.7,0.0,32000.0,,Packard Forest Products (t0000928),Industrial Net,240.0,15.75,20000,0.62,240000,7.5,1.71,0,0,Fund 3
FUND 3,3oh00001,2060-2098 N Integrity Dr (3oh00001),2060-2098 N Integrity Dr,2078,2014-05-14,2028-04-30,167.5,32.7,0.0,17000.0,,"Distribution International Southwest, Inc. (t0000929)",Industrial Net,168.0,11.17,10625,0.62,127500,7.5,1.78,0,0,Fund 3
FUND 3,3oh00001,2060-2098 N Integrity Dr (3oh00001),2060-2098 N Integrity Dr,2080,2011-07-01,2027-06-30,192.0,22.6,0.0,40800.0,,Ohio Department of Administrative Services (t0000930),Modified Gross,192.0,14,27880,0.68,334560,8.2,0,0.25,0,Fund 3
FUND 3,3oh00001,2060-2098 N Integrity Dr (3oh00001),2060-2098 N Integrity Dr,2098,2004-01-01,2027-06-30,281.9,22.6,0.0,39200.0,,Ohio Department of Job and Family Services (t0000934),Modified Gross,282.0,21.5,25153.33,0.64,301839.96,7.7,0,0,0,Fund 3
FUND 3,3oh00002,2701 Bobmeyer Rd (3oh00002),2701 Bobmeyer Rd,A,2022-09-14,2027-09-13,60.0,25.1,,40212.0,,Star Moving and Storage Company (t0000953),Industrial Net,60.0,2.83,16625.15,0.41,199501.8,4.96,1.13,0,0,Fund 3
FUND 3,3oh00003,3232 Allegheny Avenue (3oh00003),3232 Allegheny Avenue,3232,2023-05-18,2026-05-31,36.4,9.7,,33466.0,,"Continental Drywall & Insulation, LLC (t0001022)",Industrial Net,37.0,2.17,17011.88,0.51,204142.56,6.1,1.12,0,0,Fund 3
FUND 3,3oh00004,4000-4024 Precision Dr  (3oh00004),4000-4024 Precision Dr,"100,  200",2023-10-31,2033-10-31,120.0,98.7,0.0,131000.0,,Bestnest Inc. (t0001145),Industrial Net,121.0,1.75,30591.5,0.23,367098,2.8,1.09,0,0,Fund 3
FUND 3,3oh00004,4000-4024 Precision Dr  (3oh00004),4000-4024 Precision Dr,400,2023-10-31,2032-11-30,109.0,87.7,,29900.0,,Multi-Color Corporation (t0001146),Industrial Net,110.0,1.75,15140.66,0.51,181687.92,6.08,1.15,0,0,Fund 3
FUND 3,3oh00004,4000-4024 Precision Dr  (3oh00004),4000-4024 Precision Dr,300,,,,,,75000.0,,VACANT,,,,,,,,,,,Fund 3
FUND 3,3oh00005,4848 Evanswood Drive (3oh00005),4848 Evanswood Drive,100,2024-08-29,2033-01-31,101.1,89.7,,46248.0,,Elevate Northland (t0001262),Industrial Net,102.0,0.92,11562,0.25,138744,3,1.24,0,0,Fund 3
