amendment hmy,property hmy,property code,tenant hmy,tenant id,amendment status code,amendment status,amendment type code,amendment type,amendment sequence,units under amendment,hmy units under amendment,amendment sf,amendment term,amendment start date,amendment end date,amendment sign date,amendment description,amendment notes,holdover %,amendment start date serial,amendment end date serial
70204,3547,xil201ja,12764,t0000793,1,Activated,1,Renewal,2,1060,10537,1971,36,11/1/2024,10/31/2027,2024-04-30,First Amendment,Fixed rate renewal option,150,45597,46691.0
70221,1734,xil2101,51812,t0001197,1,Activated,0,Original Lease,1,200,3503,26994,54,11/1/2024,4/30/2029,2024-05-10,Original Lease,TI includes adding a ramp to convert dock high to DID and epoxy warehouse floor. The unit currently doesn't have any DID.,150,45597,47238.0
70235,1695,xnj390n,4488,t0000578,1,Activated,13,Proposal in DM,3,390,3109,56600,1,1/1/2025,1/31/2025,2024-06-05T00:47:51,Renew_Proposal_1,,200,45658,45688.0
86753,3738,xil1100h,60269,t0001359,1,Activated,13,Proposal in DM,0,1130,15011,8613,60,1/1/2025,12/31/2029,2024-11-05T18:42:22,New_Proposal_1,"Updated the SF to 8,613 per MeasureUp drawings to capitalize on increase SF. This space has been historically on a MG lease. The new NNN lease will improve recovery composition at this location.",200,45658,47483.0
86755,3739,xil1701b,17841,t0000921,1,Activated,5,Holdover,2,100,15010,48790,6,1/1/2025,6/30/2025,2024-10-16,6 Month Renewal,"Tenant is relocating to Houston. We are extending them to mutually benefit from a more favorable timeline to get the vacancy back. The extension will allow LL to do construction work at the building in the last 3 months, minimizing downtime.",150,45658,45838.0
86765,1735,xnj108n,4632,t0000582,1,Activated,13,Proposal in DM,1,108,3278,23912,2,11/1/2024,12/31/2024,2024-10-23T19:26:04,Holdover_Proposal_1,,0,45597,45657.0
88266,3302,xnj121mo,8086,t0000742,1,Activated,13,Proposal in DM,1,121,6284,62000,24,4/1/2025,3/31/2027,2025-01-30T18:27:24,Renew_Proposal_3,"""Tenant gave us notice they are exercising their FMV 2-year extension. Potentially will convert to 5 years if they get awarded their State contract. Tenant eager to expand and find new business in any case- would like this to be a """"marketable"""" assets.  Their Corporate is pressing them to find a different location at $15 PSF (per tenant) we talked to their Decision Maker and agreed on$15.75. we are replacing roof and doing some Capex (per Capital Planning), and in addition will give ~$150k for other work in the office""",0,45748,46477.0
88410,1886,xga4507m,5506,t0000644,1,Activated,4,Termination,2,,,12040,0,9/30/2024,9/30/2024,,Termination Amd,,0,45565,45565.0
88526,1734,xil2101,4905,t0000594,1,Activated,1,Renewal,2,B-C,3502,34455,63,6/1/2025,8/31/2030,2014-10-28,Second Amendment,"Tenant is downsizing and renewing at 1 out of 2 units they occupy. We will be able to capitalize on renting the leftover 20k SF at a premium. The tenant has good payment history and the space shows well for tours. We have increased their SD, despite of them downsizing, based on credit score.",150,45809,47726.0
81532,1653,xtxritti,29069,t0001017,1,Activated,4,Termination,1,,,8730,0,9/4/2024,9/4/2024,2024-09-04,Termination,,0,45539,45539.0
81543,3579,xtx3857m,13725,t0000829,1,Activated,4,Termination,1,,,59028,0,5/27/2024,5/27/2024,,Early Termination,Due to building collapse.,0,45439,45439.0
81546,1675,xnj440be,5919,t0000658,1,Activated,13,Proposal in DM,1,A-1,2999,1777,48,11/1/2024,10/31/2028,2024-10-09T16:34:57,Expansion_Proposal_1,,150,45597,47057.0
81629,3308,xfl420sw,9976,t0000765,1,Activated,4,Termination,1,,,8956,0,9/30/2024,9/30/2024,2024-09-26,Mutual Termination Ag,,0,45565,45565.0
81636,3308,xfl420sw,57635,t0001339,1,Activated,0,Original Lease,1,C,6530,8956,61,10/1/2024,10/31/2029,2024-09-30,Original Lease,Tenant is Continental Carbonics- owned by Matheson. Distributor of Dry Ice.,200,45566,47422.0
81637,1886,xga4507m,5506,t0000644,2,Superseded,5,Holdover,1,G-H,4028,12040,0,10/1/2024,,,HoldOver,,150,45566,
74411,1664,xil1terr,4176,t0000511,1,Activated,13,Proposal in DM,3,A       //B       //C,2963//2964//2965,52403,60,1/1/2025,12/31/2029,2023-09-01,Renew Executed 2023_9_1,"1. Historical deal before DM implementation, data migrated from Monday.com. Mapped to amendment sequence #2 2. Leasing commission separation was not done in Monday.com , on migration the assumption doneany comission under 4.5% assigned to LL REP Only  3.Leasing agent pulled from Monday.com if was availble.when not-Assigned to Senior AM in the market",0,45658,47483.0
74509,1372,xtndelp1,5499,t0000638,1,Activated,13,Proposal in DM,2,4354,497,63840,12,1/1/2025,12/31/2025,2024-09-18T15:31:18,Renew_Proposal_1,,0,45658,46022.0
81484,1880,xnj156al,5472,t0000623,1,Activated,13,Proposal in DM,3,02,3858,12216,24,5/1/2022,4/30/2024,,Renew Executed 2022_3_16,"1. Historical deal before DM implementation, data migrated from Monday.com. Mapped to amendment sequence #1. Deal was renew type, entered as restructure due to technical restrictions on data upload 2. Leasing commission separation was not done in Monday.com , on migration the assumption ~6.5-8% total LC 4%TT REP,the rest LL REP 3.Leasing agent pulled from Monday.com if was availble.when not-Assigned to Senior AM in the market",0,44682,45412.0
81502,1886,xga4507m,57636,t0001340,1,Activated,13,Proposal in DM,0,G-H,4028,12040,36,10/1/2024,9/30/2027,2024-10-29,LL Proposal 9.16.24,,0,45566,46660.0
81503,1683,xnj1010,4489,t0000579,2,Superseded,1,Renewal,3,1010,3110,73489,5,6/25/2024,10/31/2024,2024-08-16,Settlement Agreement,,200,45468,45596.0
81504,1372,xtndelp1,5499,t0000638,1,Activated,1,Renewal,3,4354,497,63840,12,1/1/2025,12/31/2025,2024-09-18,Second Amendment,,200,45658,46022.0
81505,3308,xfl420sw,57635,t0001339,1,Activated,13,Proposal in DM,0,C,6530,8956,61,10/1/2024,10/31/2029,2024-09-30T15:49:26,$13 NNN,"Tenant is Continental Carbonics- owned by Matheson. Sigma Marble is currently occupying and will need simultaneous termination agreement, which they are acceptable.",200,45566,47422.0
81511,2952,xtndelp2,36892,t0001066,1,Activated,4,Termination,1,,,72000,0,9/30/2024,9/30/2024,,Lease End,,0,45565,45565.0
86531,1640,xgamc200,4124,t0000501,1,Activated,1,Renewal,1,4200,2952,45000,60,9/1/2025,8/31/2030,2024-07-10,Renewal Option,Created by exercising a Renewal Option,0,45901,47726.0
86532,1675,xnj440be,5919,t0000658,1,Activated,2,Expansion,2,A-1,2999,1777,49,10/15/2024,10/31/2028,2024-10-01,Expansion Amd,,150,45580,47057.0
86535,2990,xga4600f,6538,t0000682,1,Activated,13,Proposal in DM,1,4600-E,4968,20000,36,5/1/2025,4/30/2028,2024-11-26,LL Counter 10.9.24,Convert from Gross to NNN (RET/Ins/CAM/PMF),0,45778,46873.0
73090,3304,xpa4200m,8463,t0000747,1,Activated,1,Renewal,2,4200,6723,40791,60,3/15/2025,3/14/2030,2024-03-15,Exercised Fixed Renewal Option,,0,45731,47556.0
74678,4075,xga1145b,19642,t0000952,1,Activated,1,Renewal,2,1145,16718,67656,36,9/1/2024,8/31/2027,2024-08-21,First Amendment,"Tenant looking to stay 2-3yr. This market has softened significantly and building presents challenges with the WH floor condition, and undersized dock doors. We have had 2 inquiries since marketing began in March. It makes the most sense to renew existing user and delay capital investments needed to re-tenant. We have agreed to $6NNN, 4% esc, termination option after yr2 ($35k fee), 8% cap cumulative on controllable opex, and agreement to capitalize major sprinkler repairs back to TT over useful life of the system with LL paying all costs up front. TT to continue to maintain and pay for sprinkler system maintenance to code compliance.",150,45536,46630.0
74928,1599,xnjmorri,2383,t0000494,1,Activated,4,Termination,3,,,40925,0,8/31/2024,8/31/2024,,Lease End,,0,45535,45535.0
74344,1681,xga4225,11002,t0000778,0,In Process,13,Proposal in DM,1,104     //101,3014//3165,15477,63,6/1/2022,8/31/2027,2022-05-20,New Executed 2022_5_20,"1. Historical deal before DM implementation, data migrated from Monday.com. Mapped to amendment sequence #0  2. Leasing commission separation was not done in Monday.com , on migration the assumption for ~6% total comission is : 2% LL REP,4% TT REP  3.Leasing agent pulled from Monday.com if was availble.when not-Assigned to Senior AM in the market",0,44713,46630.0
74942,1655,xnjcentr,19886,t0000958,1,Activated,4,Termination,8,,,9967,0,8/31/2024,8/31/2024,,Lease End,,0,45535,45535.0
83190,3622,xtx1050k,13722,t0000828,1,Activated,4,Termination,2,,,6525,0,9/10/2024,9/10/2024,,Termination Amd,,0,45545,45545.0
81516,1904,xnj1601s,5922,t0000659,2,Superseded,12,Remeasure,1,1601-DE,4035,13869,7,8/1/2024,2/28/2025,,2nd Amd Contraction,,200,45505,45716.0
81517,1904,xnj1601s,5926,t0000661,1,Activated,2,Expansion,2,1601-C-1,48400,9012,31,8/1/2024,2/28/2027,2024-02-26,Expansion Amd,,0,45505,46446.0
97221,1585,xnjmway5,2384,t0000495,1,Activated,20,License Agreement,2,ANT-A,1549,0,60,12/1/2024,11/30/2029,,Renewal Option 3,,0,45627,47452.0
87782,1735,xnj108n,4632,t0000582,2,Superseded,5,Holdover,2,108,3278,23912,2,11/1/2024,12/31/2024,2024-10-07,First Amdendment,,150,45597,45657.0
87801,1683,xnj1010,4489,t0000579,2,Superseded,5,Holdover,4,1010,3110,73489,0,11/1/2024,,,HoldOver,,200,45597,
87894,1387,xnj3001i,20277,t0000959,2,Superseded,5,Holdover,1,D,2248,3555,2,11/1/2024,12/31/2024,,Holdover,1 month holdover while renewal is being finalized.,150,45597,45657.0
94361,7022,xfl6704n,63808,t0001383,1,Activated,0,Original Lease,0,6708,54988,10332,35,11/22/2024,9/30/2027,2021-10-11,Original Lease,Commencement Date: 10/01/2021  Expiration Date: 09/30/2027,150,45618,46660.0
94362,7022,xfl6704n,63809,t0001384,1,Activated,0,Original Lease,0,6704,54989,20000,52,11/22/2024,2/28/2029,2024-02-28,Original Lease,Commencement Date: 03/01/2024  Expiration Date: 02/28/2029,200,45618,47177.0
94363,7022,xfl6704n,63810,t0001385,2,Superseded,0,Original Lease,0,6712,54990,20000,7,11/22/2024,5/31/2025,2022-05-12,Original Lease,Commencement Date: 06/01/2022  Expiration Date: 05/31/2025,125,45618,45808.0
90960,3738,xil1100h,60269,t0001359,1,Activated,0,Original Lease,1,1130,15011,8613,60,2/1/2025,1/31/2030,2024-10-31,Original Lease,"Updated the SF to 8,613 per MeasureUp drawings to capitalize on increase SF. This space has been historically on a MG lease. The new NNN lease will improve recovery composition at this location.",200,45689,47514.0
97296,3795,xnj1980o,17858,t0000923,1,Activated,4,Termination,1,,,14000,0,12/31/2024,12/31/2024,2024-11-25,Early Termination,,0,45657,45657.0
90770,1886,xga4507m,57636,t0001340,1,Activated,0,Original Lease,1,G-H,4028,12040,36,10/1/2024,9/30/2027,2024-10-12,Original Lease,,200,45566,46660.0
90575,3547,xil201ja,12861,t0000794,1,Activated,4,Termination,1,,,4680,0,10/31/2024,10/31/2024,,Lease Expiration,,0,45596,45596.0
90576,3641,xpa3041m,62028,t0001371,1,Activated,13,Proposal in DM,0,A1,52309,40492,63,12/1/2024,2/28/2030,2024-12-05T06:00:00,Tenant Accepted LOI,,150,45627,47542.0
95143,1877,xnj19nev,5477,t0000627,1,Activated,2,Expansion,3,01      //02      //03,3873//3874//3875,151799,57,2/1/2025,10/31/2029,,Expansion Amd,RD Foods to expand into the entire building and extend the term.,150,45689,47422.0
92495,7022,xfl6704n,62962,t0001381,2,Superseded,0,Original Lease,0,6706,54261,20700,55,11/22/2024,5/31/2029,2021-05-24,First Amendment,Commencement: 6/1/2021  Expiration: 05/31/2029,150,45618,47269.0
92496,7022,xfl6704n,62963,t0001382,2,Superseded,0,Original Lease,0,6710,54262,10368,1,11/22/2024,11/30/2024,2019-11-19,First Amendment,Commencement: 12/01/2019  Expiration: 11/30/2024,150,45618,45626.0
99095,3272,xnj400wa,7706,t0000715,1,Activated,1,Renewal,2,400,6050,38550,60,1/1/2025,12/31/2029,2024-12-03,FP Lease,,150,45658,47483.0
99113,1383,xohmost,1306,t0000434,1,Activated,1,Renewal,3,A       //B,503//504,111087,24,3/1/2025,2/28/2027,2024-11-20,Second Amendment,Tenant had 2x1year fix rate options. We are working with them to exercise both at the same time to push for term.,125,45717,46446.0
99117,1899,xil770ar,66003,t0001397,1,Activated,13,Proposal in DM,0,780,4043,21741,88,11/1/2025,2/28/2033,2024-12-20T17:56:08,New_Proposal_1,,0,45962,48638.0
99119,2725,xohcolu2,10201,t0000773,1,Activated,13,Proposal in DM,1,3055,4575,5980,36,11/1/2025,10/31/2028,2025-04-24T16:16:53,Renew_Proposal_1,Lease renewal with existing tenant. No concessions given. The higher rent represents the demand and rent growth in Columbus.,0,45962,47057.0
99125,3641,xpa3041m,62028,t0001371,1,Activated,0,Original Lease,1,A1,52309,40492,63,12/1/2024,2/28/2030,2024-12-05,Original Lease,,150,45627,47542.0
99132,1756,xpa12111,4913,t0000601,1,Activated,13,Proposal in DM,2,,,106045,0,12/15/2024,,2024-12-09T06:00:00,Lease Termination Agreement,,0,45641,
99166,1756,xpa12111,4913,t0000601,1,Activated,4,Termination,3,,,106045,0,12/15/2024,12/15/2024,2024-12-09T06:00:00,Lease Termination Agreement,,0,45641,45641.0
109517,1387,xnj3001i,20277,t0000959,1,Activated,1,Renewal,3,D,2248,3555,12,11/1/2024,10/31/2025,2024-08-27,Renewal Option,"Renewal of Faropoint Lease/3001 Irwin Road, Suite D as per exercise of option for an additional year.  LXD is 10/31/2025 and have an additional one year option to extend.  Base rental rate to increase 3% per Lease.",150,45597,45961.0
109523,1675,xnj440be,5919,t0000658,2,Superseded,5,Holdover,3,A-7     //A-4,3000//3001,2231,2,1/1/2025,2/28/2025,,2 month holdover,"T extended for 1 month, and an additional month",200,45658,45716.0
109543,2723,xfl11660,6269,t0000670,1,Activated,1,Renewal,4,11660,4683,65806,12,3/1/2025,2/28/2026,,Renewal Option 4,Created by exercising a Renewal Option,0,45717,46081.0
108231,2989,xnj200ri,7396,t0000704,1,Activated,13,Proposal in DM,2,200,5740,63000,48,10/1/2024,9/30/2028,2025-01-14T06:00:00,Third Amendment,,0,45566,47026.0
108258,2989,xnj200ri,7396,t0000704,1,Activated,1,Renewal,3,200,5740,63000,48,10/1/2024,9/30/2028,2025-01-14,Second Amendment,,0,45566,47026.0
108259,1667,xpa1peae,4234,t0000534,2,Superseded,5,Holdover,1,A,2985,14400,1,1/1/2025,1/31/2025,,Holdover,,150,45658,45688.0
100987,3278,xfl7720p,7712,t0000717,1,Activated,4,Termination,1,,,42952,0,9/2/2024,9/2/2024,2024-08-23,Settlement Agreement,,0,45537,45537.0
102790,1387,xnj3001i,20277,t0000959,1,Activated,13,Proposal in DM,2,D,2248,3555,10,1/1/2025,10/31/2025,,Renew_Proposal_1,"Renewal of Faropoint Lease/3001 Irwin Road, Suite D as per exercise of option for an additional year.  LXD is 10/31/2025 and have an additional one year option to extend.  Base rental rate to increase 3% per Lease.",0,45658,45961.0
102802,1664,xil1terr,4181,t0000512,1,Activated,4,Termination,3,,,22001,0,12/31/2024,12/31/2024,,Lease End,,0,45657,45657.0
102806,1899,xil770ar,66003,t0001397,1,Activated,0,Original Lease,1,780,4043,21741,88,11/1/2025,2/28/2033,2024-12-19,Original Lease,,150,45962,48638.0
102807,1387,xnj3001i,1398,t0000457,1,Activated,4,Termination,1,,,24600,0,12/31/2024,12/31/2024,,Lease End,,0,45657,45657.0
102814,2988,xtx2125v,7715,t0000719,1,Activated,4,Termination,2,,,26532,0,10/31/2024,10/31/2024,,Termination Amd,,0,45596,45596.0
116885,1679,xga9330,4272,t0000542,1,Activated,4,Termination,4,,,22500,0,4/30/2025,4/30/2025,2025-04-08,Mutual Termination Ag,,0,45777,45777.0
116888,1662,xil305e,4190,t0000516,1,Activated,4,Termination,1,,,17605,0,4/30/2025,4/30/2025,,Lease End,,0,45777,45777.0
111924,3547,xil201ja,70329,t0001418,1,Activated,0,Original Lease,1,1070,10538,4680,38,2/1/2025,3/31/2028,2025-01-31,Original Lease,,200,45689,46843.0
111925,1663,xil1600,4183,t0000514,1,Activated,1,Renewal,2,100,2969,238423,62,12/1/2025,1/31/2031,2025-02-04,Fifth Amendment,"T pays OpEx directly. Per 5th Amd: Holding Over. Notwithstanding anything in Section 20.19 of the Lease to the contrary, holdover rent (i.e., 150%) begins sixty (60) days after the holding over period commences.",150,45992,47879.0
111937,1877,xnj19nev,5478,t0000628,2,Superseded,5,Holdover,2,02      //03,3874//3875,50591,1,1/1/2025,1/31/2025,,Holdover,,150,45658,45688.0
111938,1732,xga1157,4851,t0000593,1,Activated,13,Proposal in DM,2,,,166493,0,2/28/2025,,2025-02-21,Termination_Proposal_1,,0,45716,
111941,1679,xga9330,4272,t0000542,1,Activated,13,Proposal in DM,3,,,22500,0,4/30/2025,,2025-04-08T16:03:26,Termination_Proposal_1,,0,45777,
111975,1667,xpa1peae,4234,t0000534,1,Activated,13,Proposal in DM,2,A,2985,14000,36,2/1/2025,1/31/2028,2025-02-12T20:59:16,Restructure/Blend_Proposal_1,,150,45689,46783.0
111979,3545,xil231ja,70328,t0001417,1,Activated,0,Original Lease,1,235,9150,7500,36,3/1/2025,2/29/2028,2025-02-10,Original Lease,Culligan is the parent company for Quench. They will be selling their equipment/machines out of this location.,150,45717,46812.0
109638,1683,xnj1010,4489,t0000579,1,Activated,4,Termination,5,,,73489,0,1/6/2025,1/6/2025,,Termination Amd,,0,45663,45663.0
110741,3642,xnj19ind,17171,t0000864,1,Activated,13,Proposal in DM,2,CENTER  //SECNR,12819//12823,21817,46,5/1/2025,2/28/2029,2025-02-04T23:03:26,Final Agreement,"Proposal for in-place tenant to expand into 22k SF. this space is Leased by OEM currently, and has requested an early termination. They are currently paying $13.39 Werner currently occupies 24k SF in the building - them taking over the space will leave 1 6,500 SF suite (currently leased to a contractor). Could potentially backfill with Werner in future and make it a single tenant building.  Requested Financials and AML information   As far as OEM, they have basically moved out of the units. they know their lease is still in effect, but monitoring to make sure they pay rent until new lease comes into effect",150,45778,47177.0
108308,3545,xil231ja,70328,t0001417,1,Activated,13,Proposal in DM,0,235,9150,7500,36,2/1/2025,1/31/2028,2025-02-10T20:39:36,New_Proposal_1,Culligan is the parent company for Quench. They will be selling their equipment/machines out of this location.,0,45689,46783.0
108309,3547,xil201ja,70329,t0001418,1,Activated,13,Proposal in DM,0,1070,10538,4680,37,2/1/2025,2/29/2028,2025-02-04T02:56:04,New_Proposal_1,,0,45689,46812.0
108313,1755,xoh8655,4916,t0000604,1,Activated,13,Proposal in DM,1,8655,3511,30512,60,10/1/2025,9/30/2030,2025-03-04T16:10:16,Renew_Proposal_1,Fix rate renewal option for 5 years. The tenant is HQ out of the neighboring building and have expressed to buy this asset multiple times.,0,45931,47756.0
108314,2724,xohcolu1,6326,t0000675,1,Activated,13,Proposal in DM,1,3004,4573,17850,120,10/1/2025,9/30/2035,2025-07-03T15:31:38,Renew_Proposal_1,,0,45931,49582.0
108315,2726,xohcolu3,36923,t0001073,1,Activated,13,Proposal in DM,2,3040    //3050,4577//4578,11518,120,10/1/2025,9/30/2035,2025-07-03T15:28:43,Renew_Proposal_1,,0,45931,49582.0
108316,3547,xil201ja,19638,t0000950,1,Activated,13,Proposal in DM,1,1080,10539,5382,36,10/1/2025,9/30/2028,2025-01-30,Renew_Proposal_1,Renewal with the current tenant with $0 in concessions. Lease is at market rent with 4% esc.,0,45931,47026.0
108317,3739,xil1701b,17841,t0000921,1,Activated,13,Proposal in DM,3,100,15010,48790,36,7/1/2025,6/30/2028,2025-03-10T14:39:41,Renew_Proposal_1,,0,45839,46934.0
108426,1735,xnj108n,4632,t0000582,1,Activated,4,Termination,5,,,23912,0,1/31/2025,1/31/2025,,Lease End,,0,45688,45688.0
113200,1886,xga4507m,5502,t0000641,1,Activated,13,Proposal in DM,1,WARHSE,4030,87928,60,5/1/2025,4/30/2030,2025-02-19,Renew_Proposal_5,,0,45778,47603.0
113313,2990,xga4600f,6539,t0000683,1,Activated,13,Proposal in DM,1,4600-A,4967,15035,12,5/1/2025,4/30/2026,2025-04-24,LL_1yr Proposal,Tenant requested 1yr renewal. agreed to $8.75. Still believe there is a good chance tenant will renew beyond this 1yr term.,0,45778,46142.0
113315,1383,xohmost,36913,t0001072,1,Activated,9,Assignment,2,,,0,0,11/27/2024,,,From Go Mini's,,0,45623,
113316,1886,xga4507m,5502,t0000641,1,Activated,1,Renewal,2,WARHSE,4030,87928,60,5/1/2025,4/30/2030,2025-02-14,First Amendment,,125,45778,47603.0
113317,7022,xfl6704n,62962,t0001381,1,Activated,4,Termination,1,,,20700,0,2/19/2025,2/19/2025,2025-01-31,Notice of Termination,,0,45707,45707.0
113318,1675,xnj440be,5919,t0000658,2,Superseded,5,Holdover,4,A-7     //A-4,3000//3001,2231,2,3/1/2025,4/30/2025,2025-02-12,2 Month Holdover,,200,45717,45777.0
113527,3547,xil201ja,72579,t0001448,1,Activated,13,Proposal in DM,0,1050,10536,2934,36,4/1/2025,3/31/2028,2025-02-28T15:44:43,New_Proposal_1,,0,45748,46843.0
113530,2958,xpa18rai,71381,t0001428,1,Activated,0,Original Lease,1,100,62851,100695,39,2/1/2026,4/30/2029,2025-02-25,FP Lease,"Restructure - Suite 100 - 110,695 of 189,746",200,46054,47238.0
113531,2958,xpa18rai,7394,t0000702,1,Activated,1,Renewal,3,200,4964,79051,39,2/1/2026,4/30/2029,2025-02-25,FP Lease Renewal,"Restructure - Suite 200 - 79,051 of 189,746",200,46054,47238.0
113532,3547,xil201ja,72579,t0001448,1,Activated,0,Original Lease,1,1050,10536,2934,36,4/1/2025,3/31/2028,2025-02-26,Original Lease,,150,45748,46843.0
113559,3548,xil141be,11387,t0000788,1,Activated,13,Proposal in DM,2,145,9408,5850,24,8/1/2025,7/31/2027,2025-03-12T21:11:26,Renew_Proposal_1,,0,45870,46599.0
113561,1680,xil900b,72597,t0001454,1,Activated,13,Proposal in DM,0,B,2992,13231,62,1/1/2026,2/28/2031,2025-05-13T14:37:17,New_Proposal_1,,0,46023,47907.0
113562,3738,xil1100h,18048,t0000925,1,Activated,13,Proposal in DM,1,1150,15014,7500,37,8/1/2025,8/31/2028,2025-03-24T15:04:02,Renew_Proposal_1,,0,45870,46996.0
113567,1755,xoh8655,4916,t0000604,1,Activated,1,Renewal,2,8655,3511,30512,60,10/1/2025,9/30/2030,2025-03-04,First Amendment,Fix rate renewal option for 5 years. The tenant is HQ out of the neighboring building and have expressed to buy this asset multiple times.,150,45931,47756.0
116829,1874,xil700h,10359,t0000777,1,Activated,4,Termination,1,,,43519,0,5/15/2025,5/15/2025,,Lease End,,0,45792,45792.0
115637,3548,xil141be,11387,t0000788,1,Activated,1,Renewal,3,145,9408,5850,24,8/1/2025,7/31/2027,2025-03-12,First Amendment,,150,45870,46599.0
113336,1732,xga1157,4851,t0000593,1,Activated,4,Termination,3,,,166493,0,2/28/2025,2/28/2025,2025-02-21,Lease Termination,,0,45716,45716.0
113795,2992,xtx2616a,7542,t0000710,2,Superseded,5,Holdover,2,2610,5842,8060,1,3/1/2025,3/31/2025,,HoldOver,,0,45717,45747.0
119747,1676,xnj420be,4316,t0000560,1,Activated,1,Renewal,1,A2-BF   //C-J     //A       //B,3005//3006//3007//3013,51207,1,5/1/2025,5/31/2025,2025-05-06,6th Amendment,,200,45778,45808.0
119748,1652,xtxmorto,4196,t0000522,1,Activated,4,Termination,1,,,77536,0,4/30/2025,4/30/2025,,Termination Amd,,0,45777,45777.0
119759,1586,xnjmway7,2414,t0000497,1,Activated,5,Holdover,2,A,1580,20000,3,6/1/2025,8/31/2025,,Holdover,,103,45809,45900.0
119760,3202,xtx467wa,19584,t0000943,1,Activated,1,Renewal,2,AD,16678,0,120,5/14/2024,5/13/2034,2024-03-28,Amd and Restated AG,,0,45426,49077.0
119919,3278,xfl7720p,73876,t0001501,1,Activated,0,Original Lease,1,A,6051,52467,66,6/1/2025,11/30/2030,2025-05-23,Original Lease,"Tenant is paying on 8k SF of Mezzanine Space, and we are expanding the space to add 3 docks. Starting at a lower rate and escalating by 20% in year 1 and 4% thereafter.",175,45809,47817.0
119941,3278,xfl7720p,7711,t0000716,1,Activated,13,Proposal in DM,1,B-C,6052,47943,18,6/1/2025,11/30/2026,2025-06-03T14:55:05,Restructure/Blend_Proposal_2,"Setzers is relinquishing and vacating 7,543 SF of their original 55,486 SF. The relinquished space included 3 (of their 11) dock-high doors which provides dock high loading to the neighboring suite, now occupied by Olive My Pickle.",0,45809,46356.0
119942,7022,xfl6704n,63810,t0001385,1,Activated,4,Termination,1,,,20000,0,5/31/2025,5/31/2025,,Lease End,,0,45808,45808.0
119943,3278,xfl7720p,7711,t0000716,1,Activated,1,Renewal,2,B-C,6052,47943,18,6/1/2025,11/30/2026,2025-05-23,First Amendment,"Setzers is relinquishing and vacating 7,543 SF of their original 55,486 SF. The relinquished space included 3 (of their 11) dock-high doors which provides dock high loading to the neighboring suite, now occupied by Olive My Pickle.",150,45809,46356.0
120040,1904,xnj1601s,74986,t0001523,1,Activated,13,Proposal in DM,0,1601-DE,4035,13869,24,7/1/2025,6/30/2027,2025-06-06T05:00:00,Final Approved Lease Agreement,"EA Engineering was previously in the Faropoint portfolio and has returned  seeking a 24-month lease tied to a government contract with the U.S. Army Corps of Engineers. Should the government works continue they will extend. TI works include typical improvements i.e. LED lights, cleaning  and GWO we would typically spend as part of standard make ready efforts.",200,45839,46568.0
120123,1904,xnj1601s,74986,t0001523,1,Activated,0,Original Lease,1,1601-DE,4035,13869,24,7/1/2025,6/30/2027,2025-05-30,Final Approved Lease Agreement,"EA Engineering was previously in the Faropoint portfolio and has returned  seeking a 24-month lease tied to a government contract with the U.S. Army Corps of Engineers. Should the government works continue they will extend. TI works include typical improvements i.e. LED lights, cleaning  and GWO we would typically spend as part of standard make ready efforts.",200,45839,46568.0
120127,2992,xtx2616a,75169,t0001535,1,Activated,13,Proposal in DM,0,2610,5842,8279,38,7/1/2025,8/31/2028,2025-06-11,New_Proposal_4,"Dry food wholesale distribution group relocating from within the submarket.  Offered a below UW starting rate with 4% bumps on a 3-year deal.  Given the softness of the market, even in sub 10k sf spaces, we made sure to win the deal by reducing the starting rate.",150,45839,46996.0
120139,1680,xil900b,4270,t0000540,1,Activated,13,Proposal in DM,1,A,2991,30307,64,6/1/2026,9/30/2031,2025-07-25,Renew_Proposal_1,"Renewing the tenant for 5 years. This will line with the tax incentive (6B) expiration and the neighboring unit's lease. The space has shared loading, 2 docks for over 40k SF and common gas meter. Due to the limited functionality the space rents at a discount to the market.",0,46174,48121.0
120140,2992,xtx2616a,75169,t0001535,1,Activated,0,Original Lease,1,2610,5842,8279,38,7/1/2025,8/31/2028,2025-06-11,Original Lease,"Dry food wholesale distribution group relocating from within the submarket.  Offered a below UW starting rate with 4% bumps on a 3-year deal.  Given the softness of the market, even in sub 10k sf spaces, we made sure to win the deal by reducing the starting rate.",150,45839,46996.0
