Lease Code,Customer Code,Customer Name,Tenant Name,Property Code,Property Address,State,Fund,Market,hMy,hCode,sCode,sName,DATE_HEADING,DATE_CREDITCHECK,CREDIT_SCORE,CREDIT_RATING,CREDIT_ATTACHMENT,CREDIT_NOTES,COMPANY_INFO,COMPANY_NAME,COMPANY_LOCATION,COMPANY_WEBSITE,COMPANY_YEARFOUNDED,COMPANY_DESCRIPTION,COMPANY_OWNERSHIP,COMPANY_INDUSTRY,COMPANY_GROUP,HEADERFINANACIALS,COMPANY_REVENUES,GROSS_PROFIT,COMPANY_EBIT,COMPANY_EBITDA,COMPANY_TOTAL_ASSETS,COMPANY_TOTAL_DEBT,ORIGINAL_CUSTOMER,ORIGINAL_SCODE,SLB Flag,Lease Status
t0000214,c0000551    ,"Phoenix Pump, Inc","Phoenix Pump, Inc",tx4se001,6810-6838 Bourgeois Rd.,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000215,c0000612    ,"Seahorse Technologies, Inc","Seahorse Technologies, Inc",tx4se001,6810-6838 Bourgeois Rd.,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000217,c0000071    ,"Acuren Inspection, Inc","Acuren Inspection, Inc",tx4se001,6810-6838 Bourgeois Rd.,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000219,c0000004    ,"11 Below Brewing Company, LP","11 Below Brewing Company, LP",tx4se001,6810-6838 Bourgeois Rd.,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000361,c0000561    ,"Power Manufacturing, LLC","Power Manufacturing, LLC",txhou002,10111 Houston Oaks,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000354,c0000438    ,"LQC Operating, LLC","LQC Operating, LLC",txlan003,6410 Langfield  Bldg. X,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000420,c0000208    ,"Cordyne, Inc","Cordyne, Inc",txlan003,6410 Langfield  Bldg. X,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000133,c0000331    ,"Gryphon Oilfield Solutions, LLC","Gryphon Oilfield Solutions, LLC",txwin004,11300 Windfern Rd,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000355,c0000504    ,"National Oilwell Varco, LP","National Oilwell Varco, LP",txwin004,11300 Windfern Rd,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000694,c0000196    ,"CMS Wireless, LLC","CMS Wireless, LLC",txwin004,11300 Windfern Rd,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000132,c0000165    ,"CAF USA, Inc","CAF USA, Inc",txmil005,5101-5151 Milwee St.,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000365,c0000652    ,"Sparq1200, LLC","Sparq1200, LLC",txmil005,5101-5151 Milwee St.,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000574,c0000426    ,"Lechuga & Sosa Glass, LLC","Lechuga & Sosa Glass, LLC",txmil005,5101-5151 Milwee St.,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000769,c0000536    ,Panelmatic Texas Inc,Panelmatic Texas Inc,txmil005,5101-5151 Milwee St.,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000004,c0000287    ,Flint Group Packaging Inks North America Corp.,Flint Group Packaging Inks North America Corp.,oh575006,575 Quality Blvd,OH,FRG IX                                                                          ,Cincinnati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000031,c0000295    ,Freeman Schwabe,Freeman Schwabe,ohclo007,4064 Clough Woods Drive,OH,FRG IX                                                                          ,Cincinnati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000163,c0000051    ,SRS Distribution Inc.,SRS Distributions Inc.,gapar018, 1447 Parker Road  ,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000084,c0000048    ,"Valley Distribution & Logistics, LLC","Valley Distribution & Logistics, LLC",tn10b017,10 East Belz Boulevard  ,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000224,c0000377    ,Jacobs & Thompson LTD,Jacobs & Thompson LTD,gashi019,"4080 Shirley Dr SW, ",GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000220,c0000274    ,"F.I.N.A.O. Fitness, LLC","F.I.N.A.O. Fitness, LLC",gajon020,3075 Jonquil Drive,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000222,c0000282    ,"Fightingtown Companies, LLC","Fightingtown Companies, LLC",gajon020,3075 Jonquil Drive,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000741,c0000754    ,WestRock Packaging Systems LLC,WestRock Packaging Systems LLC,gajon020,3075 Jonquil Drive,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000179,c0000054    ,"The Rock Athletics, LLC","The Rock Athletics, LLC",gahig021,449 Highway 74 South GA ,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000180,c0000195    ,"Clothes Less Traveled Thrift Shop, Inc.","Clothes Less Traveled Thrift Shop, Inc.",gahig021,449 Highway 74 South GA ,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000181,c0000054    ,"The Rock Athletics, LLC","The Rock Athletics, LLC",gahig021,449 Highway 74 South GA ,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000610,c0000420    ,Lake Cable LLC,Lake Cable LLC,xil529t ,529 Thomas Drive,IL,FRG X                                                                           ,Chicago,45,28508,!00001,,,12/31/2021 0:00,,8.8,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EZPmRSijKylNiy0MLWaM6BkBNtEBrTHwD3P2p-oGT-j9Rw?e=jjh7CL,Old credit score method. Score migrated from monday.com Contract board,,Lake Cable LLC,,,,,,,,,,,,,,,,,,Current
t0000777,c0000277    ,Fancy Sprinkles LLC,Fancy Sprinkles LLC,xil700h ,700 High Grove Boulevard,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000629,c0000142    ,Biogen Laboratory Corporation,Biogen Laboratory Corporation,xnj17pol,17-01 Pollitt Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000630,c0000416    ,"Kyodo Shipping and Trading USA, Corp","Kyodo Shipping and Trading USA, Corp",xnj17pol,17-01 Pollitt Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000631,c0000618    ,"Semperit Industrial Products, Inc.","Semperit Industrial Products, Inc.",xnj17pol,17-01 Pollitt Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000632,c0000614    ,"Securitas Electronic Supply, Inc.","Securitas Electronic Supply, Inc.",xnj17pol,17-01 Pollitt Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000633,c0000737    ,"United States Technologies, Inc","United States Technologies, Inc",xnj17pol,17-01 Pollitt Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000634,c0000335    ,G-Way Solutions LLC,G-Way Solutions LLC,xnj17pol,17-01 Pollitt Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001021,c0000818    ,"CSM Sport and Entertainment, Inc",CSM Entertainment,xnj17pol,17-01 Pollitt Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001156,c0000916    ,Madina Industrial Corp,Madina Industrial Corp,xnj17pol,17-01 Pollitt Drive,NJ,FRG X                                                                           ,Northern NJ/New York,132,48702,!00001,,,12/17/2023 0:00,,3,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Eah8XqbPtzVLvHHxAGjqNmkBshhwQKJxIb21q6m3CJu3EQ?e=B1qT4R,,,Madina Industrial Corp,"Brooklyn, NY",https://www.madinaonline.com/Home.aspx,1992,Manufacturer of fragrances and cosmetics,Private (Non-PE),Personal Care Products,Branded nondurables,,8172557,3579579,-663251,-653164,1849082,0,0,,,Current
t0000627,c0000586    ,"RD Foods America, Inc.","RD Foods America, Inc.",xnj19nev,19-05 Nevins Road,NJ,FRG X                                                                           ,Northern NJ/New York,152,29027,!00001,,,5/20/2024 0:00,,5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EQ7KmQTL-xdMkZqN9lhOxtABovaykw5MaeE1xiZhPZzl7g?e=3f6eLf,,,"RD Foods America, Inc.","Fair Lawn, NJ",https://rdfoodsamericas.com/,2014,Wholesale importer and distributor of canned food products,Private (Non-PE),Food Distributors,Business And Consumer Services,,15257221,0,0,200005,0,0,0,,,Current
t0000628,c0000375    ,"Jack Daniels Motors, Inc","Jack Daniels Motors, Inc",xnj19nev,19-05 Nevins Road,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000613,c0000354    ,Hoop Heaven,Hoop Heaven,xnj125al,125 Algonquin Parkway,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000614,c0000199    ,Combocap Inc.,Combocap Inc.,xnj125al,125 Algonquin Parkway,NJ,FRG X                                                                           ,Northern NJ/New York,28,28099,!00001,,,6/30/2022 0:00,,1.4,0,Old credit score method. Score migrated from monday.com Contract board,,Combocap Inc.,,,,,,,,,,,,,,,,,,Past
t0001173,c0000919    ,Krowne Metal Coporation,Krowne Metal Coporation,xnj125al,125 Algonquin Parkway,NJ,FRG X                                                                           ,Northern NJ/New York,133,50935,!00001,,,1/19/2024 0:00,,7,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Eeg_d0YMCz1Hn8q-EfBurFUBOnq2P690w939VQqZqs5YHg?e=SQKpZR,,,Krowne Metal Corporation,"Wayne, NJ",https://krowne.com/,1948,Manufacturer & supplier of stainless steel underbar equipment,Private (Non-PE),Industrial Machinery and Supplies and Components,Capital goods,,91305367,58760418,3475183,4111398,21942927,300000,0,,,Current
t0000620,c0000559    ,"Power Dynamics, Inc","Power Dynamics, Inc",xnj145al,145 Algonquin Parkway,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000621,c0000485    ,"Millburn Gymnastics, LLC","Millburn Gymnastics, LLC",xnj145al,145 Algonquin Parkway,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001185,c0000944    ,Computechsale,Computechsale,xnj145al,145 Algonquin Parkway,NJ,FRG X                                                                           ,Northern NJ/New York,141,52017,!00001,,,3/27/2024 0:00,,4,https://faropointinvestments1067703.sharepoint.com/:b:/r/sites/Investments/Shared%20Documents/General/Tenant%20Credit%20Score%20Reports(Linked%20to%20Yardi)/c0000944_Computechsale/FP%20TCE_v6.66%20-%20Computech%20(2024-03-27).pdf?csf=1&web=1&e=rmxiuW,,,Computechsale,"Whippany, NJ",https://computechsale.com/,2010,Merchandise wholesale retail/consumer electronics,Private (Non-PE),"Technology Hardware, Storage and Peripherals",Technology hardware and semiconductors,,13898227.54,6943749.96,138029.38,138029.38,4976083.13,2261681.76,0,,,Current
t0000622,c0000594    ,Robmar Realty Associates,Robmar Realty Associates,xnj156al,156 Algonquin Parkway,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000623,c0000756    ,"Whippany Athletic Club, LLC","Whippany Athletic Club, LLC",xnj156al,156 Algonquin Parkway,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000615,c0000556    ,"Poly Gel,LLC","Poly Gel,LLC",xnj30les,30 Leslie Court,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0001007,c0000793    ,NJ/NY Gotham Football Club LLC,Gotham FC,xnj30les,30 Leslie Court,NJ,FRG X                                                                           ,Northern NJ/New York,86,29360,!00001,,,3/31/2023 0:00,,5.1,0,Old credit score method. Score migrated from monday.com Contract board,,NJ/NY Gotham Football Club LLC,,,,,,,,,,,,,,,,,,Current
t0001042,c0000817    ,"Nephros, Inc.",Nephros,xnj30les,30 Leslie Court,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000624,c0000324    ,Goldstein & Burton,Goldstein & Burton,xnj128ba,128 Bauer Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000625,c0000090    ,Amerex Corporation,Amerex Corporation,xnj128ba,128 Bauer Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000626,c0000509    ,"ND Industries, Inc","ND Industries, Inc",xnj128ba,128 Bauer Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0001052,c0000817    ,"Nephros, Inc.","Nephros, Inc.",xnj128ba,128 Bauer Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000991,c0000792    ,Merritt LLC,Merritt,xnj128ba,128 Bauer Drive,NJ,FRG X                                                                           ,Northern NJ/New York,85,29359,!00001,,,3/31/2023 0:00,,5.7,0,Old credit score method. Score migrated from monday.com Contract board,,Merritt LLC,,,,,,,,,,,,,,,,,,Current
t0001074,c0000861    ,Black Walnut LLC,Black Walnut LLC,xnj128ba,128 Bauer Drive,NJ,FRG X                                                                           ,Northern NJ/New York,104,44485,!00001,,,9/7/2023 0:00,,3.2,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EbFELC0aKYpHreHV434uMLgBRsymcqBLfbIXtCKm8Udeag?e=ulWod4,0,,Blackwalnut LLC,Valley Cottage NY,https://blackwalnut.tv/,2003,Fabricator of environments for media and entertainment,Private (Non-PE),Broadcasting,Media and entertainment,,6517555.34,1.1,3,39895.3,746462.82,403788.11,,,,Current
t0000618,c0000308    ,Garden State Lumber Products Corp,Garden State Lumber Products Corp,xnj5thor,5 Thornton Road,NJ,FRG X                                                                           ,Northern NJ/New York,38,28378,!00001,,,9/30/2022 0:00,,7.8,0,Old credit score method. Score migrated from monday.com Contract board,,Garden State Lumber Products Corp,,,,,,,,,,,,,,,,,,Current
t0000617,c0000164    ,Cablevision of Oakland,Cablevision of Oakland,xnj40pot,40 Potash Road,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000619,c0000412    ,"Kradle to Kindergarten, Inc.","Kradle to Kindergarten, Inc.",xnj95bau,95 Bauer Drive,NJ,FRG X                                                                           ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000641,c0000746    ,VIE DE France Yamazaki Inc,VIE DE France Yamazaki Inc,xga4507m,4507 Mills Place Southwest,GA,FRG X                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000643,c0000698    ,The Investors Academy Inc,The Investors Academy Inc,xga4507m,4507 Mills Place Southwest,GA,FRG X                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000644,c0000102    , JDS Investments (Andre Thompson),Andre Thompson,xga4507m,4507 Mills Place Southwest,GA,FRG X                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
