Lease Code,Customer Code,Customer Name,Tenant Name,Property Code,Property Address,State,SLB Flag,Lease Status
"t0001294","c0000990    ","William R. Eubanks Interior Design, Inc.","William R. Eubanks Interior Design, Inc.","3tn00016","4133-4175 Senator St","TN",,"Current"
"t0001311","c0000991    ","ITR America, LLC","ITR America, LLC","3tn00015","4519 Old Lamar Avenue","TN",,"Current"
"t0001314","c0000992    ","Air-Van, Inc.","Air-Van, Inc.","3fl00013","11070 Cabot Commerce Circle","FL",,"Current"
"t0001312","c0000993    ","AJC Logistics, LLC","AJC Logistics, LLC","3fl00014","11084 Cabot Commerce Circle","FL",,"Current"
"t0001313","c0000994    ","Birner Memphis LLC","Birner Memphis LLC","3tn00016","4133-4175 Senator St","TN",,"Current"
"t0001305","c0000995    ","Network Communications Systems, LLC","Network Communications Systems, LLC","3tn00016","4133-4175 Senator St","TN",,"Current"
"t0001315","c0000996    ","La Michoacana Wholesale, Inc.","La Michoacana Wholesale, Inc.","3tn00013","4026-4080 Senator Street","TN",,"Current"
"t0001309","c0000997    ","Shearer Supply Inc.","Shearer Supply Inc.","3tn00013","4026-4080 Senator Street","TN",,"Current"
"t0001307","c0000998    ","ASM Assembly Systems, LLC","ASM Assembly Systems, LLC","3tn00008","5425 E. Raines Rd","TN",,"Current"
"t0001302","c0000999    ","Worksite Consultants, LLC","Worksite Consultants, LLC","3tn00008","5425 E. Raines Rd","TN",,"Current"
"t0001304","c0001000    ","Pressmaster, Inc.","Pressmaster, Inc.","3tn00008","5425 E. Raines Rd","TN",,"Current"
"t0001306","c0001001    ","Employbridge Holding Company","Employbridge Holding Company","3tn00008","5425 E. Raines Rd","TN",,"Current"
"t0001316","c0001002    ","Sherwin-Williams Company","Sherwin-Williams Company","3tn00008","5425 E. Raines Rd","TN",,"Current"
"t0001318","c0001003    ","Margo State Line, Inc.","Margo State Line, Inc.","3fl00015","2562 Cabot Commerce Circle","FL",,"Current"
"t0001319","c0001004    ","Iron Mountain Information Management LLC","Iron Mountain Information Management LLC","3fl00012","2550 Cabot Commerce Dr","FL",,"Current"
"t0001308","c0001005    ","Steren Electronics International, LLC","Steren Electronics International, LLC","3tn00007","5465 E. Raines Rd","TN",,"Current"
"t0001266","c0001006    ","Expeditors International of Washington, Inc.","Expeditors International of Washington, Inc.","3ny00002","120-200 Adams Blvd","NY",,"Current"
"t0001303","c0001007    ","Atlanta Ballet, Incorporated","Atlanta Ballet, Incorporated","iga005  ","1695 Marietta Blvd NW","GA","Yes","Current"
"t0001328","c0001008    ","Windmill Health Products, LLC","Windmill Health Products, LLC","inj001  ","100 Lehigh Drive","NJ","Yes","Current"
"t0001320","c0001009    ","A-To-Be USA, LLC","A-To-Be USA, LLC","3il00008","1060 N Garfield","IL",,"Current"
"t0001321","c0001010    ","MP Hollywood, LLC","MP Hollywood, LLC","3il00008","1060 N Garfield","IL",,"Future"
"t0001329","c0001011    ","MWD Logistics, Inc.","MWD Logistics, Inc.","3ga00008","1056 Personal Place","GA",,"Current"
"t0001324","c0001012    ","AVT Sealing Solutions, Inc.","AVT Sealing Solutions, Inc.","3il00008","1060 N Garfield","IL",,"Current"
"t0001325","c0001013    ","Diagnostic Support Services, Inc.","Diagnostic Support Services, Inc.","3il00008","1060 N Garfield","IL",,"Current"
"t0001322","c0001013    ","Diagnostic Support Services, Inc.","Diagnostic Support Services, Inc.","3il00008","1060 N Garfield","IL",,"Current"
"t0001323","c0001014    ","Key Interior Designs, LLC","Key Interior Designs, LLC","3il00008","1060 N Garfield","IL",,"Current"
"t0001269","c0001015    ","Qualus Services, LLC","Qualus Services, LLC","3oh00006","8490 Seward Road","OH",,"Current"
"t0001337","c0001016    ","Country Life, LLC","Country Life, LLC","3ny00003","180 Motor Parkway","NY",,"Current"
"t0001327","c0001017    ","Mirkovich & Associates, Inc.","Mirkovich & Associates, Inc.","3il00008","1060 N Garfield","IL",,"Current"
"t0001330","c0001018    ","Currey & Company, Inc.","Currey & Company, Inc. ","3ga00009","48-50 Best Friend Road","GA",,"Current"
"t0001342","c0001019    ","Railway Products Group, Inc.","Railway Products Group, Inc.","3md00007","1200 Bernard Drive","MD",,"Current"
"t0001343","c0001020    ","DCO Distribution, Inc.","DCO Distribution, Inc.","3ga00010","3285 Saturn Ct","GA","Yes","Current"
"t0001339","c0001021    ","Matheson Tri-Gas, Inc.","Matheson Tri-Gas, Inc.","xfl420sw","420 S. Ware Boulevard ","FL",,"Current"
"t0001346","c0001022    ","Glenn Wayne Baking, LLC","Glenn Wayne Baking, LLC","iny002  ","1800 Arctic Avenue","NY","Yes","Current"
"t0001348","c0001023    ","VoidForm Products, LLC","VoidForm Products, LLC","3tx00017","2901 S. Cravens Rd.","TX",,"Current"
"t0001347","c0001023    ","VoidForm Products, LLC","VoidForm Products, LLC","3tx00018","6151 Cowley Road","TX",,"Current"
"t0001349","c0001023    ","VoidForm Products, LLC","VoidForm Products, LLC","3tx00019","2833 S Cravens Road","TX",,"Current"
"t0001351","c0001024    ","Ken Color Laboratories","Ken Color Laboratories","3nj00024","15 Gloria Lane","NJ",,"Future"
"t0001354","c0001025    ","DU Technologies Inc.","DU Technologies Inc.","3nj00024","15 Gloria Lane","NJ",,"Future"
"t0001353","c0001026    ","Entrade LLC","Entrade LLC","3nj00024","15 Gloria Lane","NJ",,"Future"
"t0001356","c0001027    ","Brady Industries of Illinois, LLC","Brady Industries of Illinois, LLC","3il00009","825 26th Street","IL",,"Future"
"t0001350","c0001028    ","SRS Distribution, Inc.","SRS Distribution, Inc.","3ga00011","1400 Beaver Ruin Rd","GA",,"Current"
"t0001362","c0001030    ","MFR Kendall, LLC","MFR Kendall, LLC","3fl00019","12750 & 12770 SW 125th Ave","FL",,"Future"
"t0001361","c0001031    ","Trane U.S. Inc.","Trane U.S. Inc.","3fl00019","12750 & 12770 SW 125th Ave","FL",,"Future"
"t0001360","c0001032    ","South Florida Center for Percussive Art","South Florida Center for Percussive Arts, Inc.","3fl00019","12750 & 12770 SW 125th Ave","FL",,"Future"
"t0001358","c0001034    ","Flowers Baking Co. of Batesville, LLC","Flowers Baking Co. of Batesville, LLC","3tn00016","4133-4175 Senator St","TN",,"Current"
